Device : ;PAX1000VIS/M
Serial Number : ;M00496686
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;635
Basic Sample Rate [Hz] : ;50
Operating Mode : ;2 revolutions for one measurement, 2048 points for FFT

Time[date hh:mm:ss]; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-30 10:10:55.45;0.00:04:15:489;-0.85;-0.06;0.52;0.126;-0.1069;-0.007653;0.06477;-87.95;15.58;99.40;51.42;85.06;0.126;0.1252;0.0007613;-8.998;-9.024;-31.184;0.07;96.74;
2023-05-30 10:10:55.53;0.00:04:15:568;-0.85;-0.06;0.52;0.126;-0.1069;-0.007625;0.06476;-87.96;15.58;99.39;51.41;85.06;0.126;0.1252;0.0007646;-8.997;-9.024;-31.166;0.07;96.71;
2023-05-30 10:10:55.61;0.00:04:15:648;-0.85;-0.06;0.52;0.126;-0.1069;-0.007611;0.06476;-87.96;15.57;99.39;51.41;85.06;0.126;0.1252;0.0007677;-8.997;-9.024;-31.148;0.07;96.70;
2023-05-30 10:10:55.69;0.00:04:15:726;-0.85;-0.06;0.52;0.126;-0.1069;-0.007609;0.06475;-87.96;15.57;99.39;51.41;85.06;0.126;0.1252;0.0007734;-8.998;-9.024;-31.116;0.07;96.70;
2023-05-30 10:10:55.77;0.00:04:15:804;-0.85;-0.06;0.52;0.126;-0.1069;-0.007606;0.06474;-87.96;15.57;99.38;51.40;85.06;0.126;0.1252;0.0007774;-8.998;-9.025;-31.094;0.07;96.70;
2023-05-30 10:10:55.85;0.00:04:15:883;-0.85;-0.06;0.52;0.126;-0.1069;-0.007611;0.06473;-87.96;15.57;99.38;51.39;85.06;0.126;0.1252;0.0007817;-8.997;-9.024;-31.070;0.07;96.71;
2023-05-30 10:10:55.93;0.00:04:15:961;-0.85;-0.06;0.52;0.126;-0.1069;-0.007589;0.06471;-87.97;15.56;99.37;51.37;85.06;0.126;0.1252;0.0007942;-8.997;-9.025;-31.001;0.07;96.69;
2023-05-30 10:10:56.00;0.00:04:16:040;-0.85;-0.06;0.52;0.126;-0.1069;-0.007594;0.06467;-87.97;15.56;99.36;51.34;85.07;0.126;0.1252;0.0008102;-8.997;-9.025;-30.914;0.07;96.70;
2023-05-30 10:10:56.09;0.00:04:16:130;-0.85;-0.06;0.52;0.126;-0.1069;-0.007596;0.06465;-87.97;15.55;99.35;51.32;85.07;0.126;0.1252;0.0008221;-8.997;-9.026;-30.851;0.07;96.70;
2023-05-30 10:10:56.17;0.00:04:16:207;-0.85;-0.06;0.52;0.126;-0.1069;-0.007592;0.06465;-87.97;15.55;99.35;51.31;85.07;0.126;0.1252;0.0008235;-8.997;-9.026;-30.844;0.07;96.70;
