Device : ;PAX1000VIS/M
Serial Number : ;M00496686
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;635
Basic Sample Rate [Hz] : ;50
Operating Mode : ;2 revolutions for one measurement, 2048 points for FFT

Time[date hh:mm:ss]; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-30 10:16:28.55;0.00:09:48:590;-0.11;0.37;0.92;0.1241;-0.01327;0.04517;0.1128;53.19;33.68;98.57;90.97;37.95;0.1241;0.1223;0.00178;-9.064;-9.127;-27.496;0.45;68.19;
2023-05-30 10:16:28.63;0.00:09:48:667;-0.11;0.37;0.92;0.124;-0.01328;0.04516;0.1128;53.19;33.68;98.55;90.95;37.94;0.124;0.1222;0.001796;-9.064;-9.128;-27.456;0.45;68.19;
2023-05-30 10:16:28.71;0.00:09:48:744;-0.11;0.37;0.92;0.124;-0.01325;0.04518;0.1128;53.17;33.67;98.57;90.96;37.97;0.124;0.1222;0.001779;-9.065;-9.128;-27.498;0.45;68.17;
2023-05-30 10:16:28.79;0.00:09:48:822;-0.11;0.37;0.92;0.124;-0.01327;0.04517;0.1128;53.19;33.67;98.55;90.94;37.96;0.124;0.1222;0.001804;-9.066;-9.129;-27.438;0.45;68.17;
2023-05-30 10:16:28.86;0.00:09:48:899;-0.11;0.37;0.92;0.124;-0.01329;0.04516;0.1128;53.20;33.67;98.54;90.93;37.97;0.124;0.1222;0.001811;-9.066;-9.130;-27.420;0.45;68.17;
2023-05-30 10:16:28.94;0.00:09:48:978;-0.11;0.37;0.92;0.124;-0.0133;0.04514;0.1127;53.21;33.67;98.52;90.91;37.95;0.124;0.1222;0.001837;-9.066;-9.131;-27.358;0.45;68.18;
2023-05-30 10:16:29.03;0.00:09:49:070;-0.11;0.37;0.92;0.124;-0.01327;0.04515;0.1127;53.19;33.67;98.54;90.93;37.97;0.124;0.1221;0.001815;-9.067;-9.131;-27.410;0.45;68.17;
2023-05-30 10:16:29.11;0.00:09:49:147;-0.11;0.37;0.92;0.124;-0.01329;0.04516;0.1127;53.20;33.66;98.53;90.92;37.98;0.124;0.1221;0.001823;-9.067;-9.132;-27.392;0.45;68.16;
2023-05-30 10:16:29.19;0.00:09:49:223;-0.11;0.37;0.92;0.124;-0.01329;0.04514;0.1127;53.20;33.67;98.52;90.91;37.96;0.124;0.1221;0.001836;-9.068;-9.132;-27.360;0.45;68.17;
2023-05-30 10:16:29.27;0.00:09:49:301;-0.11;0.37;0.92;0.1239;-0.0133;0.04514;0.1127;53.21;33.66;98.51;90.90;37.97;0.1239;0.1221;0.001845;-9.068;-9.133;-27.339;0.45;68.17;
2023-05-30 10:16:29.34;0.00:09:49:379;-0.11;0.37;0.92;0.1239;-0.0133;0.04516;0.1126;53.21;33.66;98.51;90.90;37.99;0.1239;0.1221;0.001842;-9.068;-9.133;-27.347;0.45;68.16;
2023-05-30 10:16:29.42;0.00:09:49:456;-0.11;0.37;0.92;0.1239;-0.0133;0.04513;0.1126;53.21;33.66;98.50;90.89;37.97;0.1239;0.1221;0.001853;-9.069;-9.135;-27.321;0.45;68.16;
2023-05-30 10:16:29.51;0.00:09:49:547;-0.11;0.37;0.92;0.1239;-0.01332;0.04514;0.1126;53.22;33.66;98.49;90.87;37.98;0.1239;0.122;0.001868;-9.069;-9.135;-27.286;0.45;68.15;
2023-05-30 10:16:29.59;0.00:09:49:624;-0.11;0.37;0.92;0.1239;-0.01331;0.04513;0.1126;53.22;33.66;98.50;90.88;37.98;0.1239;0.122;0.001858;-9.069;-9.135;-27.310;0.45;68.16;
2023-05-30 10:16:29.67;0.00:09:49:702;-0.11;0.37;0.92;0.1239;-0.01329;0.04513;0.1126;53.21;33.66;98.50;90.89;37.98;0.1239;0.122;0.001855;-9.070;-9.135;-27.316;0.45;68.16;
2023-05-30 10:16:29.76;0.00:09:49:794;-0.11;0.37;0.92;0.1239;-0.0133;0.04513;0.1126;53.21;33.66;98.49;90.88;37.98;0.1239;0.122;0.001865;-9.070;-9.136;-27.293;0.45;68.16;
2023-05-30 10:16:29.84;0.00:09:49:871;-0.11;0.37;0.92;0.1239;-0.01331;0.04513;0.1125;53.22;33.66;98.48;90.86;37.98;0.1239;0.122;0.00188;-9.071;-9.137;-27.258;0.45;68.15;
2023-05-30 10:16:29.91;0.00:09:49:950;-0.11;0.37;0.92;0.1238;-0.0133;0.04512;0.1125;53.21;33.66;98.49;90.87;37.98;0.1238;0.122;0.001872;-9.071;-9.138;-27.277;0.45;68.15;
2023-05-30 10:16:29.99;0.00:09:50:027;-0.11;0.37;0.92;0.1238;-0.01329;0.04512;0.1125;53.21;33.66;98.49;90.87;37.98;0.1238;0.122;0.001872;-9.072;-9.138;-27.278;0.45;68.15;
2023-05-30 10:16:30.08;0.00:09:50:119;-0.11;0.37;0.92;0.1238;-0.01332;0.04511;0.1125;53.23;33.66;98.47;90.85;37.99;0.1238;0.1219;0.001892;-9.072;-9.139;-27.232;0.45;68.15;
2023-05-30 10:16:30.16;0.00:09:50:198;-0.11;0.37;0.92;0.1238;-0.01331;0.04512;0.1125;53.22;33.65;98.48;90.85;38.00;0.1238;0.1219;0.001883;-9.073;-9.139;-27.251;0.45;68.14;
2023-05-30 10:16:30.24;0.00:09:50:276;-0.11;0.37;0.92;0.1238;-0.01331;0.04509;0.1125;53.22;33.66;98.47;90.85;37.98;0.1238;0.1219;0.001898;-9.073;-9.140;-27.216;0.45;68.15;
2023-05-30 10:16:30.32;0.00:09:50:354;-0.11;0.37;0.92;0.1238;-0.0133;0.04512;0.1124;53.21;33.65;98.47;90.84;38.01;0.1238;0.1219;0.00189;-9.074;-9.141;-27.236;0.45;68.13;
2023-05-30 10:16:30.40;0.00:09:50:431;-0.11;0.37;0.92;0.1238;-0.01331;0.04509;0.1124;53.22;33.65;98.46;90.83;37.99;0.1238;0.1218;0.00191;-9.075;-9.142;-27.189;0.45;68.14;
2023-05-30 10:16:30.48;0.00:09:50:513;-0.11;0.37;0.92;0.1237;-0.01332;0.0451;0.1124;53.23;33.65;98.45;90.82;38.00;0.1237;0.1218;0.001919;-9.075;-9.143;-27.169;0.45;68.14;
2023-05-30 10:16:30.57;0.00:09:50:605;-0.11;0.37;0.92;0.1237;-0.01332;0.04507;0.1124;53.23;33.65;98.45;90.82;37.98;0.1237;0.1218;0.001924;-9.075;-9.144;-27.158;0.45;68.15;
2023-05-30 10:16:30.65;0.00:09:50:682;-0.11;0.37;0.92;0.1237;-0.01333;0.0451;0.1123;53.24;33.64;98.44;90.81;38.01;0.1237;0.1218;0.001928;-9.076;-9.144;-27.150;0.45;68.13;
2023-05-30 10:16:30.73;0.00:09:50:761;-0.11;0.37;0.92;0.1237;-0.01334;0.04509;0.1123;53.24;33.64;98.43;90.79;38.02;0.1237;0.1217;0.001944;-9.077;-9.146;-27.113;0.45;68.12;
2023-05-30 10:16:30.80;0.00:09:50:838;-0.11;0.37;0.92;0.1237;-0.01335;0.04508;0.1123;53.25;33.64;98.42;90.78;38.01;0.1237;0.1217;0.001954;-9.077;-9.146;-27.090;0.45;68.13;
2023-05-30 10:16:30.88;0.00:09:50:918;-0.11;0.37;0.92;0.1237;-0.01335;0.04508;0.1123;53.25;33.64;98.42;90.78;38.01;0.1237;0.1217;0.001954;-9.077;-9.146;-27.091;0.45;68.13;
2023-05-30 10:16:30.97;0.00:09:51:007;-0.11;0.37;0.92;0.1236;-0.01334;0.04507;0.1122;53.24;33.64;98.42;90.79;38.02;0.1236;0.1217;0.001948;-9.078;-9.147;-27.103;0.45;68.12;
2023-05-30 10:16:31.05;0.00:09:51:083;-0.11;0.37;0.92;0.1236;-0.01335;0.04507;0.1122;53.25;33.64;98.41;90.77;38.02;0.1236;0.1217;0.001961;-9.079;-9.148;-27.075;0.45;68.12;
2023-05-30 10:16:31.13;0.00:09:51:163;-0.11;0.37;0.92;0.1236;-0.01337;0.04506;0.1122;53.27;33.64;98.40;90.76;38.02;0.1236;0.1216;0.001979;-9.079;-9.149;-27.036;0.45;68.12;
2023-05-30 10:16:31.22;0.00:09:51:254;-0.11;0.37;0.92;0.1236;-0.01336;0.04504;0.1122;53.26;33.64;98.40;90.76;38.00;0.1236;0.1216;0.001979;-9.080;-9.150;-27.036;0.45;68.13;
2023-05-30 10:16:31.30;0.00:09:51:333;-0.11;0.37;0.92;0.1236;-0.01336;0.04506;0.1122;53.26;33.63;98.40;90.76;38.03;0.1236;0.1216;0.001972;-9.080;-9.150;-27.050;0.45;68.12;
2023-05-30 10:16:31.37;0.00:09:51:410;-0.11;0.37;0.92;0.1236;-0.01336;0.04506;0.1122;53.26;33.63;98.41;90.76;38.03;0.1236;0.1216;0.001969;-9.080;-9.150;-27.058;0.45;68.12;
2023-05-30 10:16:31.45;0.00:09:51:488;-0.11;0.37;0.92;0.1236;-0.01337;0.04505;0.1122;53.27;33.63;98.40;90.75;38.02;0.1236;0.1216;0.001983;-9.080;-9.151;-27.026;0.45;68.12;
2023-05-30 10:16:31.55;0.00:09:51:581;-0.11;0.37;0.92;0.1236;-0.01338;0.04504;0.1122;53.27;33.64;98.40;90.76;38.02;0.1236;0.1216;0.001972;-9.080;-9.150;-27.050;0.45;68.12;
2023-05-30 10:16:31.62;0.00:09:51:660;-0.11;0.37;0.92;0.1236;-0.01336;0.04506;0.1122;53.25;33.63;98.42;90.77;38.04;0.1236;0.1216;0.001954;-9.081;-9.150;-27.090;0.45;68.11;
2023-05-30 10:16:31.70;0.00:09:51:739;-0.11;0.37;0.92;0.1236;-0.01339;0.04508;0.1122;53.27;33.63;98.41;90.76;38.05;0.1236;0.1216;0.001968;-9.080;-9.150;-27.060;0.44;68.11;
2023-05-30 10:16:31.78;0.00:09:51:817;-0.11;0.37;0.92;0.1236;-0.01338;0.04504;0.1122;53.28;33.64;98.40;90.76;38.01;0.1236;0.1216;0.001982;-9.080;-9.150;-27.030;0.44;68.12;
2023-05-30 10:16:31.86;0.00:09:51:894;-0.11;0.37;0.92;0.1236;-0.01339;0.04505;0.1122;53.28;33.64;98.40;90.76;38.02;0.1236;0.1216;0.001972;-9.079;-9.149;-27.051;0.44;68.12;
2023-05-30 10:16:31.95;0.00:09:51:986;-0.11;0.37;0.92;0.1236;-0.01338;0.04508;0.1122;53.26;33.63;98.41;90.77;38.03;0.1236;0.1217;0.001964;-9.079;-9.148;-27.068;0.45;68.11;
2023-05-30 10:16:32.03;0.00:09:52:066;-0.11;0.37;0.92;0.1237;-0.01343;0.04511;0.1123;53.29;33.63;98.40;90.75;38.04;0.1237;0.1217;0.001976;-9.076;-9.146;-27.042;0.44;68.11;
2023-05-30 10:16:32.11;0.00:09:52:143;-0.11;0.37;0.92;0.1238;-0.01342;0.0451;0.1123;53.29;33.63;98.39;90.75;38.02;0.1238;0.1218;0.001991;-9.073;-9.144;-27.009;0.44;68.12;
2023-05-30 10:16:32.19;0.00:09:52:221;-0.11;0.37;0.92;0.1238;-0.01338;0.0451;0.1124;53.26;33.64;98.41;90.77;38.00;0.1238;0.1218;0.001972;-9.072;-9.142;-27.052;0.45;68.13;
2023-05-30 10:16:32.28;0.00:09:52:315;-0.11;0.37;0.92;0.1241;-0.01357;0.04514;0.1126;53.37;33.64;98.37;90.74;37.98;0.1241;0.1221;0.002026;-9.062;-9.134;-26.935;0.44;68.15;
2023-05-30 10:16:32.36;0.00:09:52:393;-0.11;0.37;0.92;0.1242;-0.01333;0.04515;0.1132;53.22;33.71;98.70;91.14;37.91;0.1242;0.1226;0.001609;-9.059;-9.116;-27.935;0.45;68.25;
2023-05-30 10:16:32.43;0.00:09:52:470;-0.11;0.37;0.92;0.1242;-0.01333;0.04519;0.1132;53.22;33.70;98.69;91.11;37.92;0.1242;0.1226;0.00163;-9.057;-9.115;-27.877;0.45;68.24;
2023-05-30 10:16:32.51;0.00:09:52:546;-0.11;0.37;0.92;0.1243;-0.01335;0.04522;0.1132;53.22;33.70;98.68;91.10;37.93;0.1243;0.1226;0.001643;-9.056;-9.114;-27.845;0.45;68.23;
2023-05-30 10:16:32.60;0.00:09:52:639;-0.11;0.37;0.92;0.1243;-0.01333;0.04524;0.1132;53.21;33.69;98.68;91.09;37.94;0.1243;0.1227;0.001639;-9.055;-9.113;-27.854;0.45;68.22;
2023-05-30 10:16:32.68;0.00:09:52:718;-0.11;0.37;0.92;0.1243;-0.01332;0.04522;0.1132;53.21;33.70;98.68;91.10;37.93;0.1243;0.1227;0.001645;-9.055;-9.113;-27.838;0.45;68.23;
2023-05-30 10:16:32.76;0.00:09:52:794;-0.11;0.37;0.92;0.1243;-0.01333;0.04525;0.1132;53.21;33.69;98.67;91.08;37.94;0.1243;0.1227;0.001652;-9.054;-9.112;-27.819;0.45;68.22;
2023-05-30 10:16:32.84;0.00:09:52:871;-0.11;0.37;0.92;0.1243;-0.01331;0.04526;0.1132;53.19;33.69;98.68;91.09;37.95;0.1243;0.1227;0.001643;-9.055;-9.113;-27.844;0.45;68.21;
2023-05-30 10:16:32.93;0.00:09:52:964;-0.11;0.37;0.92;0.1243;-0.01331;0.04525;0.1132;53.19;33.69;98.67;91.08;37.94;0.1243;0.1227;0.001655;-9.055;-9.113;-27.813;0.45;68.22;
2023-05-30 10:16:33.01;0.00:09:53:041;-0.11;0.37;0.92;0.1243;-0.01332;0.04525;0.1132;53.20;33.69;98.66;91.08;37.94;0.1243;0.1227;0.001663;-9.055;-9.113;-27.791;0.45;68.22;
2023-05-30 10:16:33.08;0.00:09:53:117;-0.11;0.37;0.92;0.1243;-0.0133;0.04524;0.1132;53.19;33.69;98.67;91.08;37.94;0.1243;0.1226;0.001658;-9.055;-9.113;-27.804;0.45;68.22;
2023-05-30 10:16:33.16;0.00:09:53:195;-0.11;0.37;0.92;0.1243;-0.0133;0.04526;0.1132;53.19;33.69;98.67;91.08;37.95;0.1243;0.1226;0.001655;-9.055;-9.113;-27.813;0.45;68.21;
2023-05-30 10:16:33.24;0.00:09:53:275;-0.11;0.37;0.92;0.1243;-0.0133;0.04524;0.1132;53.19;33.69;98.66;91.07;37.94;0.1243;0.1226;0.001671;-9.055;-9.114;-27.769;0.45;68.22;
2023-05-30 10:16:33.33;0.00:09:53:364;-0.11;0.37;0.92;0.1243;-0.0133;0.04523;0.1132;53.19;33.70;98.66;91.08;37.93;0.1243;0.1226;0.001669;-9.055;-9.114;-27.775;0.45;68.22;
2023-05-30 10:16:33.41;0.00:09:53:444;-0.11;0.37;0.92;0.1243;-0.01329;0.04525;0.1132;53.18;33.69;98.66;91.07;37.94;0.1243;0.1226;0.00167;-9.056;-9.115;-27.772;0.45;68.21;
2023-05-30 10:16:33.49;0.00:09:53:521;-0.11;0.37;0.92;0.1243;-0.01329;0.04526;0.1132;53.18;33.69;98.66;91.06;37.96;0.1243;0.1226;0.00167;-9.056;-9.115;-27.773;0.45;68.20;
2023-05-30 10:16:33.58;0.00:09:53:612;-0.11;0.37;0.92;0.1243;-0.0133;0.04524;0.1132;53.19;33.69;98.64;91.05;37.94;0.1243;0.1226;0.001691;-9.056;-9.116;-27.718;0.45;68.21;
2023-05-30 10:16:33.66;0.00:09:53:691;-0.11;0.37;0.92;0.1243;-0.0133;0.04523;0.1131;53.19;33.69;98.63;91.04;37.94;0.1243;0.1226;0.001697;-9.057;-9.117;-27.702;0.45;68.21;
2023-05-30 10:16:33.73;0.00:09:53:768;-0.11;0.37;0.92;0.1242;-0.01329;0.04524;0.1131;53.18;33.68;98.64;91.04;37.95;0.1242;0.1225;0.001695;-9.058;-9.117;-27.707;0.45;68.20;
2023-05-30 10:16:33.81;0.00:09:53:847;-0.11;0.37;0.92;0.1242;-0.01328;0.04523;0.1131;53.18;33.69;98.64;91.05;37.94;0.1242;0.1225;0.001692;-9.058;-9.117;-27.715;0.45;68.20;
2023-05-30 10:16:33.89;0.00:09:53:926;-0.11;0.37;0.92;0.1242;-0.0133;0.04523;0.1131;53.19;33.68;98.62;91.02;37.95;0.1242;0.1225;0.001716;-9.057;-9.118;-27.656;0.45;68.20;
2023-05-30 10:16:33.98;0.00:09:54:017;-0.11;0.37;0.92;0.1242;-0.01329;0.04523;0.1131;53.19;33.69;98.63;91.04;37.95;0.1242;0.1225;0.001701;-9.058;-9.117;-27.694;0.45;68.20;
2023-05-30 10:16:34.06;0.00:09:54:094;-0.11;0.37;0.92;0.1242;-0.01328;0.04523;0.1131;53.18;33.69;98.64;91.05;37.94;0.1242;0.1226;0.001693;-9.057;-9.117;-27.715;0.45;68.21;
2023-05-30 10:16:34.14;0.00:09:54:173;-0.11;0.37;0.92;0.1243;-0.0133;0.04525;0.1131;53.19;33.69;98.63;91.04;37.95;0.1243;0.1226;0.001697;-9.056;-9.116;-27.703;0.45;68.20;
2023-05-30 10:16:34.21;0.00:09:54:250;-0.11;0.37;0.92;0.1243;-0.0133;0.04523;0.1131;53.19;33.69;98.63;91.04;37.94;0.1243;0.1226;0.001699;-9.056;-9.116;-27.699;0.45;68.21;
2023-05-30 10:16:34.29;0.00:09:54:329;-0.11;0.37;0.92;0.1243;-0.01329;0.04523;0.1131;53.19;33.69;98.64;91.05;37.94;0.1243;0.1226;0.001695;-9.057;-9.116;-27.707;0.45;68.21;
2023-05-30 10:16:34.37;0.00:09:54:408;-0.11;0.37;0.92;0.1242;-0.01329;0.04522;0.1131;53.19;33.69;98.63;91.04;37.94;0.1242;0.1225;0.001705;-9.058;-9.118;-27.682;0.45;68.21;
2023-05-30 10:16:34.46;0.00:09:54:499;-0.11;0.37;0.92;0.1242;-0.01332;0.04524;0.1131;53.21;33.68;98.61;91.01;37.95;0.1242;0.1225;0.001727;-9.057;-9.118;-27.627;0.45;68.20;
2023-05-30 10:16:34.54;0.00:09:54:576;-0.11;0.37;0.92;0.1242;-0.01327;0.04524;0.1131;53.17;33.69;98.64;91.05;37.95;0.1242;0.1225;0.001687;-9.058;-9.118;-27.729;0.45;68.20;
2023-05-30 10:16:34.62;0.00:09:54:654;-0.11;0.37;0.92;0.1242;-0.0133;0.04523;0.1131;53.20;33.69;98.62;91.03;37.95;0.1242;0.1225;0.001714;-9.057;-9.118;-27.661;0.45;68.20;
2023-05-30 10:16:34.69;0.00:09:54:730;-0.11;0.37;0.92;0.1242;-0.01331;0.04523;0.1131;53.20;33.68;98.62;91.02;37.95;0.1242;0.1225;0.001718;-9.058;-9.118;-27.650;0.45;68.20;
2023-05-30 10:16:34.77;0.00:09:54:810;-0.11;0.37;0.92;0.1242;-0.01328;0.04525;0.1131;53.18;33.68;98.63;91.03;37.96;0.1242;0.1225;0.001699;-9.059;-9.118;-27.698;0.45;68.19;
2023-05-30 10:16:34.87;0.00:09:54:904;-0.11;0.37;0.92;0.1242;-0.01329;0.04524;0.1131;53.18;33.68;98.62;91.02;37.96;0.1242;0.1225;0.00171;-9.059;-9.119;-27.671;0.45;68.19;
2023-05-30 10:16:34.94;0.00:09:54:979;-0.11;0.37;0.92;0.1242;-0.01332;0.04522;0.1131;53.20;33.68;98.60;91.01;37.95;0.1242;0.1225;0.001733;-9.058;-9.119;-27.612;0.45;68.20;
2023-05-30 10:16:35.02;0.00:09:55:056;-0.11;0.37;0.92;0.1242;-0.01331;0.04523;0.113;53.20;33.68;98.60;91.00;37.95;0.1242;0.1225;0.001737;-9.058;-9.119;-27.601;0.45;68.19;
2023-05-30 10:16:35.10;0.00:09:55:134;-0.11;0.37;0.92;0.1242;-0.0133;0.04525;0.113;53.19;33.67;98.61;91.01;37.98;0.1242;0.1225;0.001723;-9.059;-9.120;-27.638;0.45;68.18;
2023-05-30 10:16:35.18;0.00:09:55:212;-0.11;0.37;0.92;0.1242;-0.01329;0.04525;0.113;53.18;33.67;98.61;91.01;37.98;0.1242;0.1224;0.001722;-9.060;-9.121;-27.639;0.45;68.18;
2023-05-30 10:16:35.27;0.00:09:55:304;-0.11;0.37;0.92;0.1242;-0.01332;0.04522;0.113;53.21;33.68;98.59;90.99;37.96;0.1242;0.1224;0.001753;-9.060;-9.122;-27.561;0.45;68.19;
2023-05-30 10:16:35.35;0.00:09:55:382;-0.11;0.37;0.92;0.1241;-0.0133;0.04523;0.1129;53.19;33.67;98.59;90.98;37.98;0.1241;0.1224;0.001748;-9.061;-9.123;-27.575;0.45;68.18;
2023-05-30 10:16:35.42;0.00:09:55:460;-0.11;0.37;0.92;0.1241;-0.01332;0.04524;0.1129;53.20;33.67;98.59;90.97;37.99;0.1241;0.1224;0.001755;-9.061;-9.123;-27.558;0.45;68.17;
2023-05-30 10:16:35.50;0.00:09:55:536;-0.11;0.37;0.92;0.1241;-0.01332;0.04523;0.1129;53.21;33.67;98.58;90.97;37.98;0.1241;0.1224;0.001763;-9.061;-9.123;-27.539;0.45;68.17;
2023-05-30 10:16:35.58;0.00:09:55:616;-0.11;0.37;0.92;0.1241;-0.01332;0.0452;0.1129;53.21;33.67;98.57;90.97;37.97;0.1241;0.1223;0.001769;-9.062;-9.124;-27.522;0.45;68.18;
2023-05-30 10:16:35.67;0.00:09:55:708;-0.11;0.37;0.92;0.1241;-0.01332;0.0452;0.1129;53.21;33.67;98.57;90.96;37.97;0.1241;0.1223;0.001781;-9.062;-9.125;-27.494;0.45;68.18;
2023-05-30 10:16:35.75;0.00:09:55:784;-0.11;0.37;0.92;0.1241;-0.01334;0.04523;0.1129;53.21;33.66;98.57;90.95;38.00;0.1241;0.1223;0.00178;-9.062;-9.125;-27.495;0.45;68.16;
2023-05-30 10:16:35.83;0.00:09:55:864;-0.11;0.37;0.92;0.1241;-0.01333;0.04521;0.1129;53.21;33.67;98.56;90.95;37.98;0.1241;0.1223;0.001786;-9.063;-9.126;-27.482;0.45;68.17;
2023-05-30 10:16:35.91;0.00:09:55:943;-0.11;0.37;0.92;0.1241;-0.01333;0.04519;0.1129;53.22;33.67;98.56;90.95;37.97;0.1241;0.1223;0.001789;-9.063;-9.126;-27.475;0.45;68.18;
