Device : ;PAX1000VIS/M
Serial Number : ;M00496686
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;635
Basic Sample Rate [Hz] : ;50
Operating Mode : ;2 revolutions for one measurement, 2048 points for FFT

Time[date hh:mm:ss]; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-30 10:17:35.32;0.00:10:55:358;-0.39;0.56;0.73;0.1242;-0.04843;0.06976;0.08968;62.39;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006948;-9.059;-9.083;-31.582;0.30;52.12;
2023-05-30 10:17:35.40;0.00:10:55:435;-0.39;0.56;0.73;0.1242;-0.04842;0.06977;0.08968;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006918;-9.059;-9.083;-31.600;0.30;52.12;
2023-05-30 10:17:35.48;0.00:10:55:513;-0.39;0.56;0.73;0.1242;-0.04843;0.06977;0.08967;62.38;23.28;99.44;72.19;68.38;0.1242;0.1235;0.0006978;-9.059;-9.083;-31.563;0.30;52.11;
2023-05-30 10:17:35.57;0.00:10:55:607;-0.39;0.57;0.73;0.1242;-0.0484;0.06977;0.08966;62.37;23.28;99.45;72.20;68.38;0.1242;0.1235;0.0006878;-9.059;-9.084;-31.625;0.30;52.11;
2023-05-30 10:17:35.65;0.00:10:55:684;-0.39;0.56;0.73;0.1242;-0.04842;0.06975;0.08967;62.39;23.28;99.43;72.20;68.37;0.1242;0.1235;0.0007047;-9.059;-9.084;-31.520;0.30;52.12;
2023-05-30 10:17:35.73;0.00:10:55:761;-0.39;0.56;0.73;0.1242;-0.04842;0.06976;0.08966;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006949;-9.059;-9.083;-31.581;0.30;52.11;
2023-05-30 10:17:35.80;0.00:10:55:840;-0.39;0.56;0.73;0.1242;-0.04842;0.06975;0.08966;62.38;23.28;99.43;72.20;68.37;0.1242;0.1235;0.0007043;-9.059;-9.084;-31.523;0.30;52.12;
2023-05-30 10:17:35.90;0.00:10:55:933;-0.39;0.56;0.73;0.1242;-0.04842;0.06977;0.08967;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006996;-9.059;-9.083;-31.552;0.30;52.11;
2023-05-30 10:17:35.98;0.00:10:56:011;-0.39;0.56;0.73;0.1242;-0.04841;0.06977;0.08967;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006925;-9.059;-9.084;-31.596;0.30;52.11;
2023-05-30 10:17:36.05;0.00:10:56:088;-0.39;0.56;0.73;0.1242;-0.04842;0.06975;0.08967;62.38;23.28;99.44;72.20;68.37;0.1242;0.1235;0.0006997;-9.059;-9.084;-31.551;0.30;52.12;
2023-05-30 10:17:36.13;0.00:10:56:167;-0.39;0.56;0.73;0.1242;-0.04843;0.06973;0.08966;62.39;23.28;99.43;72.20;68.36;0.1242;0.1235;0.0007132;-9.059;-9.084;-31.468;0.30;52.13;
2023-05-30 10:17:36.23;0.00:10:56:261;-0.39;0.56;0.73;0.1242;-0.04842;0.06977;0.08967;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.000693;-9.059;-9.083;-31.592;0.30;52.11;
2023-05-30 10:17:36.30;0.00:10:56:339;-0.39;0.56;0.73;0.1242;-0.04842;0.06976;0.08967;62.38;23.28;99.44;72.20;68.37;0.1242;0.1235;0.0006999;-9.059;-9.083;-31.550;0.30;52.12;
2023-05-30 10:17:36.38;0.00:10:56:415;-0.39;0.56;0.73;0.1242;-0.04843;0.06977;0.08968;62.38;23.28;99.44;72.20;68.38;0.1242;0.1235;0.0006908;-9.058;-9.083;-31.606;0.30;52.12;
2023-05-30 10:17:36.46;0.00:10:56:493;-0.39;0.56;0.73;0.1242;-0.04845;0.06977;0.0897;62.39;23.28;99.43;72.20;68.37;0.1242;0.1235;0.0007089;-9.057;-9.082;-31.494;0.30;52.12;
2023-05-30 10:17:36.55;0.00:10:56:587;-0.39;0.56;0.73;0.1243;-0.04846;0.06979;0.08971;62.39;23.28;99.43;72.19;68.37;0.1243;0.1236;0.0007035;-9.057;-9.081;-31.527;0.30;52.12;
2023-05-30 10:17:36.63;0.00:10:56:664;-0.39;0.56;0.73;0.1243;-0.04846;0.06982;0.08976;62.38;23.28;99.44;72.21;68.37;0.1243;0.1236;0.0006933;-9.055;-9.079;-31.591;0.30;52.12;
2023-05-30 10:17:36.71;0.00:10:56:742;-0.39;0.56;0.73;0.1243;-0.04845;0.06981;0.08974;62.38;23.28;99.44;72.21;68.37;0.1243;0.1236;0.0006956;-9.056;-9.080;-31.576;0.30;52.12;
2023-05-30 10:17:36.79;0.00:10:56:821;-0.39;0.56;0.73;0.1243;-0.04845;0.06979;0.08974;62.38;23.28;99.43;72.20;68.36;0.1243;0.1236;0.0007094;-9.056;-9.081;-31.491;0.30;52.13;
2023-05-30 10:17:36.88;0.00:10:56:913;-0.39;0.56;0.73;0.1243;-0.04849;0.06978;0.08978;62.40;23.29;99.42;72.21;68.34;0.1243;0.1236;0.0007179;-9.054;-9.079;-31.439;0.30;52.15;
2023-05-30 10:17:36.95;0.00:10:56:990;-0.39;0.56;0.73;0.1246;-0.04872;0.06992;0.09007;62.43;23.29;99.49;72.27;68.37;0.1246;0.124;0.0006346;-9.044;-9.066;-31.975;0.30;52.18;
2023-05-30 10:17:37.03;0.00:10:57:069;-0.39;0.56;0.73;0.1248;-0.04883;0.06982;0.0904;62.48;23.35;99.58;72.47;68.29;0.1248;0.1242;0.0005286;-9.040;-9.058;-32.769;0.30;52.32;
2023-05-30 10:17:37.11;0.00:10:57:147;-0.39;0.56;0.73;0.1248;-0.04885;0.06985;0.09042;62.48;23.35;99.58;72.46;68.31;0.1248;0.1243;0.0005225;-9.038;-9.057;-32.820;0.30;52.31;
2023-05-30 10:17:37.19;0.00:10:57:226;-0.39;0.56;0.73;0.1248;-0.04886;0.06989;0.09044;62.48;23.34;99.58;72.45;68.32;0.1248;0.1243;0.0005208;-9.037;-9.055;-32.833;0.30;52.30;
2023-05-30 10:17:37.28;0.00:10:57:319;-0.39;0.56;0.73;0.1249;-0.04887;0.06991;0.09048;62.48;23.34;99.58;72.46;68.31;0.1249;0.1243;0.0005279;-9.035;-9.054;-32.775;0.30;52.31;
2023-05-30 10:17:37.36;0.00:10:57:395;-0.39;0.56;0.73;0.1249;-0.04886;0.06993;0.09047;62.47;23.34;99.58;72.45;68.32;0.1249;0.1244;0.0005215;-9.035;-9.054;-32.828;0.30;52.30;
2023-05-30 10:17:37.44;0.00:10:57:474;-0.39;0.56;0.73;0.1249;-0.04888;0.06994;0.09049;62.48;23.34;99.58;72.45;68.32;0.1249;0.1244;0.0005285;-9.034;-9.053;-32.769;0.30;52.30;
2023-05-30 10:17:37.52;0.00:10:57:552;-0.39;0.56;0.73;0.1249;-0.04887;0.06993;0.09049;62.47;23.34;99.58;72.45;68.31;0.1249;0.1244;0.0005284;-9.034;-9.053;-32.771;0.30;52.30;
2023-05-30 10:17:37.59;0.00:10:57:630;-0.39;0.56;0.73;0.1249;-0.04888;0.06997;0.09051;62.47;23.34;99.59;72.45;68.33;0.1249;0.1244;0.0005129;-9.034;-9.052;-32.899;0.30;52.29;
2023-05-30 10:17:37.69;0.00:10:57:723;-0.39;0.56;0.73;0.1249;-0.04888;0.06996;0.09051;62.47;23.34;99.58;72.45;68.32;0.1249;0.1244;0.0005291;-9.033;-9.052;-32.765;0.30;52.30;
2023-05-30 10:17:37.76;0.00:10:57:800;-0.39;0.56;0.73;0.1249;-0.04888;0.06994;0.0905;62.48;23.34;99.57;72.44;68.30;0.1249;0.1244;0.0005414;-9.034;-9.052;-32.665;0.30;52.30;
2023-05-30 10:17:37.84;0.00:10:57:879;-0.39;0.56;0.73;0.1249;-0.04887;0.06994;0.09051;62.47;23.34;99.58;72.46;68.31;0.1249;0.1244;0.00053;-9.034;-9.052;-32.757;0.30;52.30;
2023-05-30 10:17:37.92;0.00:10:57:957;-0.39;0.56;0.73;0.1249;-0.04887;0.06994;0.09051;62.47;23.34;99.57;72.45;68.30;0.1249;0.1244;0.0005344;-9.034;-9.052;-32.722;0.30;52.30;
2023-05-30 10:17:38.00;0.00:10:58:037;-0.39;0.56;0.73;0.1249;-0.04887;0.06995;0.09051;62.47;23.34;99.57;72.44;68.30;0.1249;0.1244;0.0005418;-9.033;-9.052;-32.662;0.30;52.30;
2023-05-30 10:17:38.08;0.00:10:58:115;-0.39;0.56;0.73;0.1249;-0.04886;0.06994;0.0905;62.47;23.34;99.57;72.45;68.30;0.1249;0.1244;0.000537;-9.034;-9.053;-32.700;0.30;52.30;
2023-05-30 10:17:38.16;0.00:10:58:194;-0.39;0.56;0.73;0.1249;-0.04888;0.06994;0.0905;62.47;23.34;99.57;72.44;68.30;0.1249;0.1244;0.0005433;-9.033;-9.052;-32.650;0.30;52.30;
2023-05-30 10:17:38.25;0.00:10:58:286;-0.39;0.56;0.73;0.1249;-0.04886;0.06994;0.0905;62.47;23.34;99.57;72.45;68.30;0.1249;0.1244;0.0005352;-9.034;-9.053;-32.715;0.30;52.30;
2023-05-30 10:17:38.33;0.00:10:58:362;-0.39;0.56;0.73;0.1249;-0.04889;0.06994;0.09052;62.48;23.34;99.56;72.45;68.30;0.1249;0.1244;0.0005445;-9.033;-9.052;-32.640;0.30;52.31;
2023-05-30 10:17:38.41;0.00:10:58:441;-0.39;0.56;0.73;0.1249;-0.04888;0.06994;0.0905;62.47;23.34;99.56;72.44;68.30;0.1249;0.1244;0.0005483;-9.033;-9.052;-32.610;0.30;52.30;
2023-05-30 10:17:38.48;0.00:10:58:517;-0.39;0.56;0.73;0.1249;-0.04888;0.06994;0.0905;62.47;23.34;99.56;72.44;68.30;0.1249;0.1244;0.0005467;-9.033;-9.052;-32.622;0.30;52.30;
2023-05-30 10:17:38.56;0.00:10:58:596;-0.39;0.56;0.73;0.1249;-0.04887;0.06994;0.0905;62.47;23.34;99.56;72.44;68.30;0.1249;0.1244;0.0005443;-9.033;-9.052;-32.641;0.30;52.30;
2023-05-30 10:17:38.66;0.00:10:58:691;-0.39;0.56;0.73;0.1249;-0.04888;0.06995;0.09051;62.47;23.34;99.57;72.44;68.31;0.1249;0.1244;0.0005387;-9.033;-9.052;-32.686;0.30;52.30;
2023-05-30 10:17:38.73;0.00:10:58:766;-0.39;0.56;0.73;0.1249;-0.04887;0.06994;0.0905;62.47;23.34;99.56;72.44;68.30;0.1249;0.1244;0.0005466;-9.034;-9.053;-32.623;0.30;52.30;
2023-05-30 10:17:38.81;0.00:10:58:843;-0.39;0.56;0.73;0.1249;-0.04887;0.06993;0.09049;62.47;23.34;99.56;72.44;68.29;0.1249;0.1244;0.0005537;-9.034;-9.053;-32.568;0.30;52.30;
2023-05-30 10:17:38.89;0.00:10:58:921;-0.39;0.56;0.73;0.1249;-0.04887;0.06996;0.09049;62.47;23.34;99.57;72.44;68.31;0.1249;0.1244;0.0005395;-9.034;-9.052;-32.680;0.30;52.29;
2023-05-30 10:17:38.97;0.00:10:59:001;-0.39;0.56;0.73;0.1249;-0.04884;0.06994;0.09049;62.46;23.34;99.57;72.45;68.30;0.1249;0.1244;0.0005431;-9.034;-9.053;-32.651;0.30;52.30;
2023-05-30 10:17:39.04;0.00:10:59:078;-0.39;0.56;0.73;0.1249;-0.04884;0.06995;0.09048;62.46;23.34;99.56;72.44;68.30;0.1249;0.1244;0.0005484;-9.034;-9.053;-32.609;0.30;52.29;
2023-05-30 10:17:39.14;0.00:10:59:171;-0.39;0.56;0.73;0.1249;-0.04883;0.06995;0.09046;62.46;23.34;99.56;72.43;68.30;0.1249;0.1243;0.000555;-9.035;-9.054;-32.557;0.30;52.29;
2023-05-30 10:17:39.21;0.00:10:59:248;-0.39;0.56;0.73;0.1249;-0.04884;0.06995;0.09047;62.46;23.34;99.56;72.43;68.30;0.1249;0.1243;0.0005537;-9.034;-9.054;-32.567;0.30;52.29;
2023-05-30 10:17:39.29;0.00:10:59:328;-0.39;0.56;0.73;0.1249;-0.04883;0.06997;0.09046;62.45;23.34;99.57;72.43;68.32;0.1249;0.1243;0.0005429;-9.035;-9.054;-32.653;0.30;52.28;
2023-05-30 10:17:39.37;0.00:10:59:406;-0.39;0.56;0.73;0.1249;-0.04883;0.06995;0.09045;62.46;23.34;99.55;72.42;68.30;0.1249;0.1243;0.0005623;-9.035;-9.054;-32.500;0.30;52.28;
2023-05-30 10:17:39.45;0.00:10:59:482;-0.39;0.56;0.73;0.1249;-0.0488;0.06994;0.09042;62.45;23.34;99.55;72.42;68.30;0.1249;0.1243;0.0005654;-9.036;-9.055;-32.477;0.30;52.28;
2023-05-30 10:17:39.53;0.00:10:59:561;-0.39;0.56;0.73;0.1249;-0.04882;0.06994;0.09041;62.46;23.34;99.54;72.41;68.31;0.1249;0.1243;0.0005721;-9.036;-9.055;-32.425;0.30;52.28;
2023-05-30 10:17:39.60;0.00:10:59:640;-0.39;0.56;0.73;0.1249;-0.04881;0.06995;0.09042;62.45;23.33;99.55;72.42;68.31;0.1249;0.1243;0.0005592;-9.036;-9.055;-32.524;0.30;52.27;
2023-05-30 10:17:39.68;0.00:10:59:718;-0.39;0.56;0.73;0.1248;-0.04878;0.06992;0.0904;62.45;23.34;99.54;72.42;68.30;0.1248;0.1243;0.000572;-9.037;-9.057;-32.426;0.30;52.28;
2023-05-30 10:17:39.77;0.00:10:59:810;-0.39;0.56;0.73;0.1248;-0.04876;0.06994;0.09037;62.44;23.33;99.54;72.40;68.31;0.1248;0.1242;0.0005753;-9.037;-9.057;-32.401;0.30;52.26;
2023-05-30 10:17:39.85;0.00:10:59:888;-0.39;0.56;0.73;0.1248;-0.04876;0.06994;0.09035;62.44;23.33;99.54;72.40;68.31;0.1248;0.1242;0.0005766;-9.038;-9.058;-32.391;0.30;52.26;
2023-05-30 10:17:39.93;0.00:10:59:966;-0.39;0.56;0.73;0.1248;-0.04876;0.06994;0.09036;62.44;23.33;99.54;72.40;68.31;0.1248;0.1242;0.0005737;-9.038;-9.058;-32.413;0.30;52.26;
2023-05-30 10:17:40.01;0.00:11:00:044;-0.39;0.56;0.73;0.1248;-0.04872;0.06995;0.09032;62.43;23.33;99.54;72.39;68.32;0.1248;0.1242;0.0005744;-9.039;-9.059;-32.408;0.30;52.24;
2023-05-30 10:17:40.09;0.00:11:00:121;-0.39;0.56;0.73;0.1248;-0.04874;0.06995;0.09031;62.44;23.32;99.53;72.38;68.33;0.1248;0.1242;0.0005825;-9.039;-9.059;-32.347;0.30;52.24;
2023-05-30 10:17:40.17;0.00:11:00:201;-0.39;0.56;0.73;0.1247;-0.04872;0.06992;0.09029;62.43;23.33;99.53;72.38;68.32;0.1247;0.1242;0.0005846;-9.040;-9.060;-32.331;0.30;52.25;
2023-05-30 10:17:40.26;0.00:11:00:293;-0.39;0.56;0.73;0.1247;-0.04871;0.06993;0.09028;62.43;23.33;99.53;72.37;68.32;0.1247;0.1241;0.0005906;-9.040;-9.061;-32.287;0.30;52.24;
2023-05-30 10:17:40.33;0.00:11:00:370;-0.39;0.56;0.73;0.1247;-0.04868;0.06992;0.09026;62.42;23.33;99.53;72.38;68.32;0.1247;0.1241;0.0005874;-9.041;-9.062;-32.311;0.30;52.24;
2023-05-30 10:17:40.41;0.00:11:00:447;-0.39;0.56;0.73;0.1247;-0.04869;0.06992;0.09026;62.42;23.33;99.53;72.37;68.32;0.1247;0.1241;0.0005909;-9.041;-9.062;-32.285;0.30;52.24;
2023-05-30 10:17:40.49;0.00:11:00:526;-0.39;0.56;0.73;0.1247;-0.0487;0.06995;0.09024;62.42;23.32;99.53;72.36;68.34;0.1247;0.1241;0.0005865;-9.041;-9.061;-32.318;0.30;52.22;
2023-05-30 10:17:40.57;0.00:11:00:604;-0.39;0.56;0.73;0.1247;-0.04868;0.06992;0.09023;62.43;23.32;99.52;72.36;68.32;0.1247;0.1241;0.0005995;-9.042;-9.062;-32.222;0.30;52.23;
2023-05-30 10:17:40.65;0.00:11:00:683;-0.39;0.56;0.73;0.1247;-0.04865;0.06991;0.09021;62.42;23.32;99.52;72.37;68.32;0.1247;0.1241;0.0005997;-9.043;-9.064;-32.220;0.30;52.23;
2023-05-30 10:17:40.74;0.00:11:00:777;-0.39;0.56;0.73;0.1247;-0.04867;0.06989;0.09021;62.42;23.32;99.51;72.36;68.31;0.1247;0.1241;0.0006131;-9.042;-9.064;-32.125;0.30;52.23;
2023-05-30 10:17:40.82;0.00:11:00:854;-0.39;0.56;0.73;0.1247;-0.04867;0.06992;0.0902;62.42;23.32;99.52;72.35;68.33;0.1247;0.1241;0.0006023;-9.042;-9.063;-32.202;0.30;52.22;
