Device : ;PAX1000VIS/M
Serial Number : ;M00496686
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;635
Basic Sample Rate [Hz] : ;50
Operating Mode : ;2 revolutions for one measurement, 2048 points for FFT

Time[date hh:mm:ss]; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-05-30 10:18:24.46;0.00:11:44:498;-0.68;0.60;0.42;0.1259;-0.08587;0.07598;0.05275;69.25;12.35;100.27;41.91;91.10;0.1259;0.1262;-0.0003435;-9.001;-8.989;-99.990;0.16;34.77;
2023-05-30 10:18:24.54;0.00:11:44:576;-0.68;0.60;0.42;0.1258;-0.08585;0.07598;0.05274;69.24;12.35;100.28;41.91;91.10;0.1258;0.1262;-0.0003472;-9.002;-8.990;-99.990;0.16;34.76;
2023-05-30 10:18:24.62;0.00:11:44:654;-0.68;0.60;0.42;0.1258;-0.0858;0.07594;0.05271;69.25;12.35;100.27;41.90;91.09;0.1258;0.1261;-0.0003381;-9.004;-8.992;-99.990;0.16;34.77;
2023-05-30 10:18:24.71;0.00:11:44:747;-0.68;0.60;0.42;0.1258;-0.08579;0.07593;0.0527;69.25;12.35;100.27;41.90;91.09;0.1258;0.1261;-0.0003379;-9.004;-8.993;-99.990;0.16;34.76;
2023-05-30 10:18:24.79;0.00:11:44:825;-0.68;0.60;0.42;0.1258;-0.08579;0.07592;0.0527;69.25;12.35;100.27;41.90;91.09;0.1258;0.1261;-0.0003388;-9.005;-8.993;-99.990;0.16;34.77;
2023-05-30 10:18:24.87;0.00:11:44:902;-0.68;0.60;0.42;0.1257;-0.08578;0.07591;0.05269;69.25;12.35;100.27;41.91;91.09;0.1257;0.1261;-0.0003351;-9.005;-8.994;-99.990;0.16;34.77;
2023-05-30 10:18:24.94;0.00:11:44:979;-0.68;0.60;0.42;0.1258;-0.08579;0.0759;0.0527;69.25;12.35;100.26;41.90;91.09;0.1258;0.1261;-0.0003324;-9.005;-8.993;-99.990;0.16;34.77;
2023-05-30 10:18:25.02;0.00:11:45:058;-0.68;0.60;0.42;0.1258;-0.08579;0.07591;0.05269;69.25;12.35;100.27;41.90;91.09;0.1258;0.1261;-0.0003373;-9.005;-8.993;-99.990;0.16;34.76;
2023-05-30 10:18:25.10;0.00:11:45:135;-0.68;0.60;0.42;0.1257;-0.08577;0.07589;0.05268;69.25;12.35;100.26;41.90;91.09;0.1257;0.1261;-0.0003318;-9.006;-8.994;-99.990;0.16;34.77;
2023-05-30 10:18:25.19;0.00:11:45:227;-0.68;0.60;0.42;0.1257;-0.08575;0.07587;0.05267;69.25;12.35;100.26;41.90;91.09;0.1257;0.126;-0.0003285;-9.007;-8.995;-99.990;0.16;34.77;
